Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score
3615,06-02-2023,3,1,4
3616,04-08-2023,1,1,1
3617,26-02-2023,2,3,3
3618,06-12-2022,3,4,5
3619,30-04-2023,1,5,2
3620,29-08-2022,1,2,2
3621,23-06-2023,2,3,2
3622,26-07-2023,3,1,5
3623,04-12-2022,2,2,5
3624,09-01-2023,2,2,2
3625,28-08-2022,5,2,4
3626,24-02-2023,2,5,1
3627,29-01-2023,1,1,4
3628,27-05-2023,4,3,1
3629,18-11-2022,2,4,4
3630,19-10-2022,5,3,2
3631,10-02-2023,4,1,5
3632,27-02-2023,3,4,5
3633,04-11-2022,4,4,4
3634,25-06-2023,2,5,2
3635,07-10-2022,1,5,4
3636,08-12-2022,3,5,3
3637,07-05-2023,2,1,3
3638,15-05-2023,4,5,1
3639,17-03-2023,3,2,3
3640,25-07-2023,2,1,2
3641,07-11-2022,2,5,4
3642,08-10-2022,4,1,2
3643,18-06-2023,1,5,3
3644,11-11-2022,4,4,4
3645,08-06-2023,1,3,3
3646,30-07-2023,5,4,4
3647,28-12-2022,2,4,4
3648,28-09-2022,3,3,5
3649,08-09-2022,1,2,2
3650,30-06-2023,3,2,4
3651,25-10-2022,1,4,1
3652,01-09-2022,1,5,2
3653,31-05-2023,4,4,3
3654,02-01-2023,2,4,1
3655,05-04-2023,1,5,1
3656,14-11-2022,5,3,2
3657,26-03-2023,4,2,4
3658,02-08-2023,5,4,2
3659,26-08-2022,3,1,5
3660,30-08-2022,3,2,4
3661,06-07-2023,3,2,5
3662,14-07-2023,3,5,3
3663,26-04-2023,2,3,4
3664,30-05-2023,5,3,2
3665,02-03-2023,5,2,1
3666,26-04-2023,5,2,1
3667,18-11-2022,1,1,2
3668,29-06-2023,1,5,1
3669,11-04-2023,4,2,4
3670,16-08-2022,2,2,3
3671,10-01-2023,3,4,5
3672,30-11-2022,3,2,4
3673,08-06-2023,3,3,1
3674,02-04-2023,4,4,3
3675,05-05-2023,5,3,2
3676,07-09-2022,3,4,1
3677,25-07-2023,3,5,5
3678,20-11-2022,3,4,4
3679,26-10-2022,4,2,5
3680,23-04-2023,3,2,3
3681,13-08-2022,5,2,5
3682,30-07-2023,3,3,3
3683,25-10-2022,2,1,5
3684,16-04-2023,5,5,3
3685,03-01-2023,4,3,4
3686,03-01-2023,3,3,1
3687,02-09-2022,2,4,5
3688,02-12-2022,4,4,4
3689,17-08-2022,4,4,3
3690,31-05-2023,4,3,5
3691,07-12-2022,1,1,5
3692,17-02-2023,4,5,3
3693,09-04-2023,3,1,1
3694,20-03-2023,3,3,5
3695,28-08-2022,1,1,4
3696,01-12-2022,2,1,2
3697,20-07-2023,3,4,1
3698,19-01-2023,2,5,4
3699,21-06-2023,2,4,3
3700,18-01-2023,4,1,1
3701,10-06-2023,4,1,4
3702,24-02-2023,2,4,1
3703,02-06-2023,5,5,5
3704,07-07-2023,2,4,5
3705,25-05-2023,3,1,4
3706,17-07-2023,2,1,4
3707,24-03-2023,3,2,4
3708,21-08-2022,5,5,2
3709,08-05-2023,3,5,3
3710,28-02-2023,5,5,3
3711,14-12-2022,4,3,3
3712,25-01-2023,2,3,1
3713,30-10-2022,3,4,1
3714,21-07-2023,3,5,2
3715,20-05-2023,1,1,4
3716,19-11-2022,5,3,3
3717,01-01-2023,4,1,3
3718,05-10-2022,1,1,3
3719,27-11-2022,1,2,1
3720,15-05-2023,2,1,5
3721,07-02-2023,5,4,5
3722,01-06-2023,1,5,5
3723,18-06-2023,2,1,4
3724,04-02-2023,1,2,5
3725,17-05-2023,4,3,3
3726,01-10-2022,1,4,1
3727,11-10-2022,1,2,5
3728,18-04-2023,5,1,2
3729,19-03-2023,4,5,3
3730,20-02-2023,4,5,5
3731,11-04-2023,2,4,1
3732,12-12-2022,3,4,4
3733,05-08-2023,1,3,5
3734,31-07-2023,4,5,2
3735,03-02-2023,4,4,4
3736,14-09-2022,3,1,3
3737,09-09-2022,2,5,1
3738,19-09-2022,3,3,5
3739,23-05-2023,1,3,4
3740,23-06-2023,2,2,4
3741,01-09-2022,2,5,4
3742,07-01-2023,2,1,1
3743,11-08-2022,2,1,3
3744,05-09-2022,4,3,2
3745,13-01-2023,5,4,4
3746,06-11-2022,2,1,5
3747,26-04-2023,2,5,5
3748,18-11-2022,4,1,3
3749,01-04-2023,1,3,3
3750,07-12-2022,4,1,5
3751,05-04-2023,1,1,4
3752,04-08-2023,3,1,5
3753,23-02-2023,1,3,2
3754,23-04-2023,3,3,5
3755,11-07-2023,5,4,2
3756,23-11-2022,1,5,3
3757,24-07-2023,4,4,5
3758,04-10-2022,2,1,1
3759,28-11-2022,3,4,1
3760,28-10-2022,4,3,1
3761,30-05-2023,2,4,1
3762,06-08-2022,2,1,1
3763,09-07-2023,3,2,5
3764,11-07-2023,2,1,5
3765,02-01-2023,1,1,2
3766,12-05-2023,4,4,5
3767,09-07-2023,2,5,3
3768,27-01-2023,2,4,1
3769,25-09-2022,3,5,3
3770,06-05-2023,1,3,3
3771,25-09-2022,2,2,4
3772,10-09-2022,2,5,1
3773,16-10-2022,1,5,2
3774,11-04-2023,5,3,1
3775,15-04-2023,2,1,3
3776,13-12-2022,4,1,5
3777,28-10-2022,4,3,2
3778,06-02-2023,1,5,3
3779,18-06-2023,4,1,1
3780,21-05-2023,2,3,2
3781,09-08-2022,5,3,1
3782,19-07-2023,1,5,1
3783,07-03-2023,3,4,3
3784,04-03-2023,3,3,2
3785,05-05-2023,3,2,2
3786,29-12-2022,3,4,2
3787,06-03-2023,1,2,1
3788,05-05-2023,3,4,2
3789,25-09-2022,3,1,4
3790,31-07-2023,3,2,1
3791,07-09-2022,4,1,1
3792,25-09-2022,2,2,2
3793,15-05-2023,2,3,3
3794,05-12-2022,1,1,3
3795,29-09-2022,4,3,2
3796,28-06-2023,1,5,2
3797,03-09-2022,3,4,2
3798,08-11-2022,1,1,1
3799,24-12-2022,3,1,3
3800,08-12-2022,5,3,5
3801,27-11-2022,2,1,4
3802,09-01-2023,3,3,5
3803,07-12-2022,1,2,5
3804,07-03-2023,3,2,2
3805,31-12-2022,2,5,2
3806,13-03-2023,4,1,5
3807,17-08-2022,4,5,4
3808,27-01-2023,5,4,4
3809,04-09-2022,3,1,5
3810,22-12-2022,3,3,1
3811,18-05-2023,1,1,1
3812,11-01-2023,3,3,1
3813,06-06-2023,2,3,4
3814,08-07-2023,4,1,2
3815,23-02-2023,1,5,3
3816,26-12-2022,1,1,5
3817,24-06-2023,3,3,1
3818,28-01-2023,1,1,3
3819,01-07-2023,4,1,1
3820,26-07-2023,1,3,4
3821,05-12-2022,5,4,4
3822,23-03-2023,4,4,5
3823,16-11-2022,5,4,1
3824,13-02-2023,4,4,5
3825,22-12-2022,4,4,2
3826,17-11-2022,2,1,3
3827,25-12-2022,3,3,4
3828,21-02-2023,2,5,1
3829,30-10-2022,3,2,1
3830,28-12-2022,1,1,3
3831,19-05-2023,3,2,5
3832,03-11-2022,1,4,5
3833,04-02-2023,3,5,2
3834,25-01-2023,3,5,5
3835,01-10-2022,5,3,1
3836,04-03-2023,2,3,5
3837,15-10-2022,5,3,1
3838,05-12-2022,1,1,2
3839,04-04-2023,3,3,4
3840,03-02-2023,1,5,4
3841,18-05-2023,5,4,4
3842,31-07-2023,2,5,5
3843,16-11-2022,3,5,5
3844,01-02-2023,3,2,5
3845,05-08-2023,4,5,3
3846,27-01-2023,4,5,1
3847,04-10-2022,5,3,1
3848,02-10-2022,5,1,4
3849,07-09-2022,3,3,1
3850,15-10-2022,1,3,5
3851,27-08-2022,5,2,1
3852,30-05-2023,5,2,4
3853,04-02-2023,1,3,3
3854,18-07-2023,5,2,5
3855,24-04-2023,5,3,4
3856,17-01-2023,5,1,4
3857,18-09-2022,1,1,2
3858,07-05-2023,3,3,1
3859,02-08-2023,1,2,5
3860,26-06-2023,2,4,3
3861,19-07-2023,3,1,5
3862,08-01-2023,3,1,3
3863,23-11-2022,4,2,1
3864,11-11-2022,3,4,2
3865,26-05-2023,1,4,3
3866,16-09-2022,2,1,5
3867,31-10-2022,5,3,3
3868,16-09-2022,3,1,2
3869,07-01-2023,1,4,2
3870,13-02-2023,1,5,1
3871,15-07-2023,4,5,2
3872,15-08-2022,5,5,3
3873,25-03-2023,3,4,5
3874,01-10-2022,4,4,5
3875,02-02-2023,5,5,1
3876,07-11-2022,3,2,5
3877,30-06-2023,3,3,4
3878,23-02-2023,4,4,1
3879,22-12-2022,1,5,2
3880,18-09-2022,4,3,1
3881,20-10-2022,5,3,5
3882,19-09-2022,5,3,3
3883,13-03-2023,2,2,1
3884,30-07-2023,4,2,3
3885,30-07-2023,5,5,5
3886,30-08-2022,5,2,5
3887,04-11-2022,2,3,5
3888,02-05-2023,3,1,4
3889,26-01-2023,2,1,1
3890,24-10-2022,2,3,3
3891,06-07-2023,3,2,2
3892,11-07-2023,5,4,2
3893,26-01-2023,3,1,2
3894,14-08-2022,4,3,5
3895,16-07-2023,2,1,2
3896,14-02-2023,5,3,1
3897,28-02-2023,5,4,3
3898,04-11-2022,4,5,1
3899,04-02-2023,4,5,4
3900,09-03-2023,5,2,1
3901,10-07-2023,1,2,5
3902,02-02-2023,3,1,1
3903,04-02-2023,1,4,3
3904,13-09-2022,4,4,1
3905,12-06-2023,5,5,5
3906,18-01-2023,3,2,4
3907,07-03-2023,3,2,5
3908,25-12-2022,2,5,3
3909,18-05-2023,1,1,2
3910,29-11-2022,5,3,4
3911,06-06-2023,2,5,4
3912,23-07-2023,1,3,4
3913,15-09-2022,2,2,5
3914,15-03-2023,3,5,3
3915,01-02-2023,5,3,1
3916,22-03-2023,1,3,1
3917,24-09-2022,3,1,4
3918,30-05-2023,3,3,5
3919,02-05-2023,3,3,2
3920,14-11-2022,2,1,4
3921,30-06-2023,4,3,2
3922,15-02-2023,5,3,1
3923,27-10-2022,2,4,3
3924,07-11-2022,2,4,5
3925,27-04-2023,1,3,3
3926,15-07-2023,4,1,4
3927,04-05-2023,5,4,1
3928,04-01-2023,4,2,1
3929,28-10-2022,2,5,2
3930,06-05-2023,4,4,4
3931,30-09-2022,2,1,5
3932,23-06-2023,5,5,4
3933,27-03-2023,3,4,5
3934,07-04-2023,3,3,2
3935,05-04-2023,5,1,4
3936,25-03-2023,5,3,4
3937,21-11-2022,1,3,1
3938,16-12-2022,1,1,1
3939,09-01-2023,5,2,4
3940,25-12-2022,5,4,3
3941,26-01-2023,2,3,3
3942,02-02-2023,3,4,1
3943,06-08-2022,5,2,2
3944,26-02-2023,5,3,4
3945,03-01-2023,4,4,2
3946,23-07-2023,1,3,4
3947,28-07-2023,4,3,1
3948,10-03-2023,4,4,2
3949,22-04-2023,5,2,5
3950,18-10-2022,2,3,5
3951,01-04-2023,4,1,3
3952,13-12-2022,1,4,1
3953,16-03-2023,3,4,4
3954,18-06-2023,5,1,5
3955,10-06-2023,2,1,1
3956,26-09-2022,4,5,2
3957,07-06-2023,3,2,4
3958,10-04-2023,5,3,1
3959,30-06-2023,5,4,5
3960,14-07-2023,3,4,1
3961,20-11-2022,2,5,2
3962,30-05-2023,4,3,3
3963,28-07-2023,4,1,5
3964,28-03-2023,5,2,3
3965,08-06-2023,4,1,2
3966,03-10-2022,5,5,5
3967,05-01-2023,5,3,4
3968,14-12-2022,5,5,1
3969,09-08-2022,4,5,2
3970,14-01-2023,5,1,5
3971,23-03-2023,3,3,2
3972,29-10-2022,5,4,1
3973,17-08-2022,3,2,1
3974,04-04-2023,4,5,1
3975,27-11-2022,1,4,3
3976,25-04-2023,4,5,1
3977,06-01-2023,1,5,4
3978,04-09-2022,4,3,5
3979,09-12-2022,3,5,2
3980,03-10-2022,4,2,5
3981,31-10-2022,1,2,4
3982,09-10-2022,1,1,1
3983,03-12-2022,4,3,1
3984,24-02-2023,5,5,4
3985,28-09-2022,5,4,2
3986,08-10-2022,4,3,2
3987,22-12-2022,5,4,1
3988,20-05-2023,5,2,5
3989,26-04-2023,2,1,1
3990,27-08-2022,2,2,1
3991,11-10-2022,2,3,2
3992,14-07-2023,4,3,1
3993,16-10-2022,3,4,4
3994,14-02-2023,3,5,2
3995,05-01-2023,4,5,2
3996,14-04-2023,3,5,1
3997,10-09-2022,2,4,1
3998,22-02-2023,5,5,2
3999,02-10-2022,5,4,2
4000,21-04-2023,3,2,1
